
 TIME =    0.0000000000000000     
 CHANNEL           19   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   24 0.6600354331E+02  0.2850209343E+05   0.1547746456E+07   54.30290    1.00000
   23 0.6366594488E+02  0.3485034632E+05   0.1551002251E+07   44.50464    1.00000
   22 0.6049074803E+02  0.4103146371E+05   0.1560451675E+07   38.03061    1.00000
   21 0.5731555118E+02  0.4640503723E+05   0.1570304528E+07   33.83910    1.00000
   20 0.5414035433E+02  0.5126352986E+05   0.1580904866E+07   30.83878    1.00000
   19 0.5096515748E+02  0.5556842212E+05   0.1592507408E+07   28.65850    1.00000
   18 0.4778996063E+02  0.5862572568E+05   0.1605260904E+07   27.38151    1.00000
   17 0.4545236220E+02  0.5725178824E+05   0.1619154141E+07   28.28129    1.00000
   16 0.4311476378E+02  0.6304117501E+05   0.1625948537E+07   25.79185    1.00000
   15 0.3993956693E+02  0.6592735389E+05   0.1642193275E+07   24.90913    1.00000
   14 0.3676437008E+02  0.6730343255E+05   0.1658658327E+07   24.64448    1.00000
   13 0.3358917323E+02  0.6774033879E+05   0.1675331375E+07   24.73167    1.00000
   12 0.3041397638E+02  0.6715997761E+05   0.1692137737E+07   25.19563    1.00000
   11 0.2723877953E+02  0.6481817498E+05   0.1708925733E+07   26.36492    1.00000
   10 0.2490118110E+02  0.5905637046E+05   0.1725314163E+07   29.21470    1.00000
    9 0.2253484252E+02  0.6046385070E+05   0.1732518710E+07   28.65379    1.00000
    8 0.1930216535E+02  0.5668734935E+05   0.1748293635E+07   30.84098    1.00000
    7 0.1606948819E+02  0.5098567596E+05   0.1763070050E+07   34.57971    1.00000
    6 0.1283661417E+02  0.4400127769E+05   0.1776413948E+07   40.37187    1.00000
    5 0.9603740157E+01  0.3576046493E+05   0.1788003063E+07   49.99944    1.00000
    4 0.6371062992E+01  0.2667080041E+05   0.1797495349E+07   67.39563    1.00000
    3 0.3138385827E+01  0.1435539013E+05   0.1804647179E+07  125.71217    1.00000
    2 0.7610236220E+00  0.1128707048E+05   0.1808538249E+07  160.23097    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           21   ROD No.            3   SURF. No.            2
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.7908063524E+04   0.1544728194E+07  195.33584    1.00000
   27 0.7469153543E+02  0.1094125963E+05   0.1544362729E+07  141.15036    1.00000
   26 0.7151633858E+02  0.1964890644E+05   0.1544537214E+07   78.60678    1.00000
   25 0.6834114173E+02  0.2569998559E+05   0.1547099574E+07   60.19846    1.00000
   24 0.6600354331E+02  0.2850209396E+05   0.1551742248E+07   54.44310    1.00000
   23 0.6366594488E+02  0.3485034731E+05   0.1554948871E+07   44.61789    1.00000
   22 0.6049074803E+02  0.4103146350E+05   0.1564341252E+07   38.12541    1.00000
   21 0.5731555118E+02  0.4640503619E+05   0.1574196465E+07   33.92297    1.00000
   20 0.5414035433E+02  0.5126352805E+05   0.1584787285E+07   30.91452    1.00000
   19 0.5096515748E+02  0.5556841938E+05   0.1596322525E+07   28.72715    1.00000
   18 0.4778996063E+02  0.5862572305E+05   0.1608917876E+07   27.44389    1.00000
